uniprot_id,protein_name,length,disorder_content
A0A6Q8PGR0,Elongator complex protein 1,812,
A0A804HI37,Voltage-dependent L-type calcium channel subunit alpha,2168,0.137
A0A8I5KVB6,,657,
A0A6Q8PFM5,,612,0.114
H7C4E0,,209,
E5RIN1,,138,0.188
C9J2S2,,124,
E5RJG6,,129,0.767
G3V369,,167,0.281
F8W111,,249,
C9JSY6,,38,
E9PHJ1,,46,0.696
A0A8V8TN23,,1345,0.251
E9PK25,Cofilin-1,204,0.098
A0A087WWX9,,54,
H0Y496,,124,
H3BSA5,,155,
F8W7S5,,751,0.208
C9JUF9,,331,
E9PLT4,,62,1.0
X6R9U5,,266,
F5GX24,,660,
E9PD99,,623,0.09
F8VSL4,,33,
F5H4M4,,15,
F8VQX5,,279,
A0A7P0T7Q9,,71,
A0A7P0TBA5,,21,
A0A7I2V3K9,,428,
A0A5F9UWT1,,1343,0.127
A0A087WYT3,Prostaglandin E synthase 3,164,0.226
A0A6Q8PFH1,Chloride channel CLIC-like protein 1,183,
C9J8Q1,,96,0.25
F8WF44,,37,
G3V331,,134,
H0Y4X4,,181,
A0A994J7L4,Chimaerin,494,0.089
A0A7P0T8Q9,,52,
A0A8Q3SI67,,375,
A0A994J3K5,Pre-mRNA 3'-end-processing factor FIP1,554,0.76
F5H0B7,,98,
E5RFJ5,,263,0.251
C9JUX3,,281,0.459
A0A087WUQ7,,143,
H7BZW0,,53,1.0
E5RG95,Enolase 3,154,
K7ER37,,51,0.471
Q5JZH0,Carboxypeptidase,392,
A0A1B0GUY0,aldehyde dehydrogenase (NAD(+)),348,
C9IYJ2,,113,
G3V4I9,,160,
J3KTC3,,117,
E9PQ01,,998,0.581
A0A087WU63,,102,
Q5JW47,,143,0.51
Q5W011,,212,0.599
A0A0A0MTS7,,35991,0.084
J3QT46,,619,0.216
D6RBE5,Endosomal/lysosomal proton channel TMEM175,284,
F8WEN4,,86,0.453
F8W6C0,,245,0.122
A0A075B797,Nitric oxide synthase-interacting protein,232,0.31
K7ENY4,,150,
H7C2B0,Reelin,75,
K7ELP9,,157,
H7C1Q9,,94,
C9J6Y6,,83,
H0Y3U1,Phosphatase and actin regulator,182,0.308
H0YM08,,259,0.097
E9PLT3,,70,
C9JLB5,,102,
A0A087WUA6,,98,
H7C1X8,,50,
A0A0A0MRB3,Mucin-1,241,0.228
E9PK41,,81,0.321
I3L465,,77,0.701
H0YE75,,133,0.301
H0Y3Y7,,227,
F8VWY4,,174,
H0YAH6,,172,0.349
H0YIN8,,301,
E9PNL2,,396,0.093
K7EMK7,,744,0.136
A0A0C4DGT7,,149,0.644
F8VRL4,,95,
A2A376,RNA helicase,722,
C9IZI1,,229,
F5H7J1,,219,
E9PKL3,,15,
I3L2E0,,27,1.0
Q5T863,,156,1.0
H0YE68,,77,1.0
I3L4H9,,261,
A8MUM1,EARP and GARP complex-interacting protein 1,414,0.063
H0YEM5,,72,
R4GNG6,,130,0.492
E9PP96,"Alpha-1,3-glucosyltransferase",312,
J3QQN8,,227,
Q5T9Q5,,298,
F8W1Q1,,16,
E9PBY7,,515,0.544
V9GYY8,,163,0.153
E5RJR1,,489,
F8W1U7,,271,0.092
F8W1U3,"Keratin, type II cytoskeletal 8",289,0.087
M0QX73,Ribosome biogenesis protein NOP53,265,0.219
F8WC19,,37,
H3BVA3,,32,
D6REM2,,71,
J3QRK9,F-box/LRR-repeat protein 8,145,
C9JYH7,,247,0.377
H0YAQ5,,187,
H3BNM0,,120,
A0A0A0MSA1,Voltage-dependent L-type calcium channel subunit alpha,2173,0.146
H0Y9L7,,341,0.214
H3BQL3,,161,0.714
A0A804HKR0,,164,
A0A2R8Y4Z5,,296,0.365
K7EIG3,[Wnt protein] O-palmitoleoyl-L-serine hydrolase,197,
J3KSN1,,105,0.714
J3KTP5,,143,0.259
K7EL27,,132,
K7ES43,Probable splicing factor YJU2B,102,
A0A8I5KUI5,,1188,0.124
D6RD67,methylcrotonoyl-CoA carboxylase,115,
H7C5A7,palmitoyl-CoA hydrolase,209,
A0A087X1I0,,244,0.877
H0YM95,,19,
I3L4M7,,156,
J3KQ61,,509,0.122
D6RJF1,,49,
K7EPC5,,69,0.319
A0A286YES4,Phosphatidic acid phosphatase type 2/haloperoxidase domain-containing protein,224,
H0Y2R3,,727,0.836
F8WB47,,39,1.0
J3QRB1,,34,
C9J1X2,,17,
A0A0C4DGK2,,167,
A0A0U1RQJ3,,35,
F8VS40,,79,0.43
A0A0U1RQE0,Forkhead box protein P2,589,0.217
J3KNC3,,293,0.082
B1ALP6,,351,0.234
A0A1D5RMT4,,10,
I3L1D1,,38,
H0YF55,,18,
Q4VXD4,,275,
M0QY55,,330,
F8W1B9,,211,
A2A3C2,,1554,0.138
A0A804HIW1,,264,
A0A7P0TAL9,,494,
A0A1W2PP77,,244,0.119
A0A7P0T9L3,,780,0.031
A0A1W2PQT5,"Steroid 17-alpha-hydroxylase/17,20 lyase",479,
A0A1W2PP27,,260,0.392
A0A994J795,Heterogeneous nuclear ribonucleoprotein K,106,0.349
A0A6Q8PH36,IkappaB kinase complex-associated protein,195,
A0A7P0TB30,DNA damage-binding protein 1,1027,
A0A1W2PQM7,Paired box protein Pax-6,386,0.218
J3QKK1,Fructose-bisphosphate aldolase C,122,
A0A7P0T951,,1313,0.037
G3V438,,203,
H0YJI7,,169,
A0A994J755,E3 ubiquitin-protein ligase,1993,0.309
A0A8I5KY05,,844,
H0Y5F4,,349,
H0YE33,,53,0.755
H0YMX3,,326,
H7BYQ0,,187,
A0A087WZ12,,34,
F8W1J2,,140,
J3QRM1,,272,
H0YBE0,,60,1.0
H7C3U1,,25,
E9PAS2,,213,0.122
A0A8V8TRA7,,98,0.224
B5MCS1,NAD-dependent protein deacetylase sirtuin-2,169,
H0YF70,,123,
M0QY01,,71,0.549
H3BTH0,,101,
H3BMU7,,87,0.471
J3KRG6,,98,
H3BT57,,568,0.252
R4GN71,,80,
D6RJD0,,27,
A0A087X0W3,Glycosylated lysosomal membrane protein,331,0.082
M0QY12,,126,0.381
M0R1H8,,325,
H7C5D3,,95,
H7C5I5,Phospholipid scramblase,171,
E9PLJ4,,41,
C9JNU6,,96,
H7C1C1,,537,0.229
G3V4W0,,262,0.408
M0QYY1,,103,0.709
H0YIS3,,234,0.769
F2Z3K7,,146,
S4R3F9,,54,0.741
M0QX92,,103,0.243
M0QZ53,,167,0.737
B0QYR1,,139,
H0YES9,,73,
F5H5L5,,167,
F5GX09,Protein FAM76B,338,0.293
E5RII8,,99,0.455
H0YGG7,ADP-ribosylation factor 1,62,
Q5JX58,,201,
A0A087X0B8,,67,
A0A075B6Z5,,21,
H0Y8A2,,574,0.291
F8VQZ6,,77,
H3BQF9,,20,
H0YJL4,,181,1.0
H0YFN0,,297,0.364
H0YDD8,Large ribosomal subunit protein P2,92,0.489
H0Y9I4,,250,0.148
M0R398,,171,0.725
F2Z3I8,,56,
H3BTJ6,,200,
H0YDG5,,102,0.255
H0YD12,,218,0.119
K7EJX9,tRNA (guanine(26)-N(2))-dimethyltransferase,191,
K7ENJ8,,49,
A0A087WXK5,,2466,0.041
A0A1W2PQF5,,28,
A0A1W2PQ60,UDP-N-acetylglucosamine transporter,328,
A0A140T9D9,,225,
A0A0J9YXU4,,260,
A0A1D5RMP0,,8,
A0A0J9YXG4,,370,0.311
A0A0J9YYA0,,328,0.061
A0A1W2PS77,UDP-N-acetylglucosamine transporter,243,
A0A1W2PQP4,GPI ethanolamine phosphate transferase 1,870,
A0A1W2PSA7,,78,
A0A2R8Y6J1,Heparinase II N-terminal domain-containing protein,282,
A0A1W2PQP0,,287,
A0A2R8Y6V0,,78,
A0A2R8Y7S3,,35,
A0A2R8YDB6,,302,
A0A2R8YF01,,434,
A0A2R8Y811,Small ribosomal subunit protein uS11,150,0.133
A0A2C9F2M9,Olfactory receptor,320,0.078
A0A286YEY8,,13,
A0A7I2YQL7,,86,
A0A2R8Y6Q0,,1498,0.035
A0A1X7SBU6,,2624,0.013
A0A1W2PP52,,138,0.181
A0A1W2PPB0,,14,
A0A3B3IU52,,176,
A0A1W2PRI8,,47,
A0A1W2PS70,,141,
A0A8V8TMA8,,1578,
A0A2R8Y4K6,,54,
A0A7I2V5I9,,38,
A0A494C1K8,,190,
A0A7I2V584,Signal recognition particle 54 kDa protein,339,
A0A2R8YCL0,Protein SERAC1,566,
A0A8I5KX45,,65,
A0A7I2V4L3,,170,
A0A2R8Y7B0,,204,0.162
A0A7I2V2Q8,Dipeptidyl peptidase 1,452,
A0A7I2V5M1,"60 kDa heat shock protein, mitochondrial",375,
A0A7I2YQH4,Pro-cathepsin H,345,
A0A494BZU0,,642,
A0A7I2V310,,30,
A0A7I2V2R5,Dipeptidyl peptidase 4,734,
A0A7I2V431,,46,0.5
A0A2R8YF72,,1207,0.285
A0A2R8YFA5,Epsilon-sarcoglycan,491,
A0A3B3ITP9,Integral membrane protein 2,143,
A0AA34QVV2,,418,0.086
A0A3B3IRX1,,185,
A0A3B3ISZ4,,192,0.599
A0A3B3ISB1,,157,
A0A2R8Y7C5,,605,0.04
A0A8V8TMX0,,55,0.582
A0A8V8TQQ2,,144,0.569
A0A3B3IRU9,,161,0.429
A0A3B3ITL1,,208,0.096
A0A2R8Y5D7,,708,0.323
A0A7I2V2V3,,563,0.126
A0A6Q8PG93,Ribitol-5-phosphate transferase,448,
A0A6Q8PGR1,Guanine nucleotide-binding protein G(o) subunit alpha,110,0.236
A0A8C8PVM5,Major histocompatibility complex class I-related gene protein,312,
A0A8I5KUC8,,149,
A0A3B3ITG3,,1128,0.264
A0A8I5KYH1,Magnesium transporter protein 1,305,
A0A804HIX2,,117,
A0A8I5KUS0,,235,0.302
A0A804HJF3,,41,
A0A7I2V2S8,Nucleolin,389,0.779
A0A8I5QKJ5,Intraflagellar transport protein 122 homolog,1127,
A0A7I2V3N1,,608,0.245
A0A8V8TPD5,T-cell surface glycoprotein CD3 zeta chain,151,0.192
A0A8V8TR55,,120,0.575
A0A8I5KTL1,,914,0.038
F5GWX5,DNA helicase,1905,0.257
A0A804HJN3,Dolichyl-phosphate-mannose--protein mannosyltransferase,799,0.029
A0A5F9ZHR3,,1424,
A0A804HKJ6,,931,0.4
A0A5F9ZI14,Adenine DNA glycosylase,466,0.082
A0A590UJH7,,81,
A0A8I5KW86,,2155,0.155
V9GY70,,172,
D6RAJ4,,95,
D6RBC2,,118,
D6RBF5,,40,
D6RDM2,,56,
D6RDV5,EPH-related receptor tyrosine kinase ligand 7,201,
D6RFF2,Vascular endothelial growth factor receptor 3,142,
D6RFI2,,158,
D6RHK0,,38,
D6RID7,,133,0.271
D6RER5,Septin,432,0.079
F8WB72,Large ribosomal subunit protein eL33,57,
F8WDD6,,165,
D6RJ96,,531,0.132
F8WF57,,39,
J3KRS4,,87,
F8WD03,,725,
J3QQL4,,139,
E5RH59,,56,0.625
J3QSF1,,153,
Q5T374,,151,0.695
A0A096LPD5,,305,
B0QYV9,ADP-ribosylation factor GTPase-activating protein 3,92,
J3KTB0,,139,
J3QL50,,78,0.282
J3QLR4,,119,0.597
J3QQS9,,410,0.059
B5MCU0,,990,0.808
A0A994J3J1,Pre-mRNA 3'-end-processing factor FIP1,529,0.681
A0A994J442,Pre-mRNA 3'-end-processing factor FIP1,561,0.763
A0A994J4M4,,517,0.041
A0A9L9PY74,,86,
A0A8I5KNV1,,140,0.179
A0A9L9PXP4,,315,0.524
A0A994J7M1,,33,
A0A1B0GTR7,,56,
A0A8I5QKP7,Mast/stem cell growth factor receptor,976,
A0A8I5KPV0,,586,0.329
H7C2T0,,71,
A0A9L9PXW6,Nucleobindin-1,449,0.274
A0A1B0GW00,,142,0.824
E7EVN1,,124,
H7C2X0,,92,0.413
A0A8I5KNX5,,487,0.265
A0A6E1XQM6,,1233,0.032
C9J3I4,Protein-tyrosine sulfotransferase,140,
C9J542,,121,1.0
C9K0K9,,27,1.0
E7ER80,,268,
A0A8I5QJC9,,1358,0.024
E7EUT5,Peptidyl-cysteine S-nitrosylase GAPDH,260,
E7EW82,,239,0.092
H7C393,,284,
H7C468,,170,
H7C5G2,,266,
C9J359,,119,
A0AAA9YHS5,,2347,0.34
C9J5H1,,110,
C9J5R6,,269,0.517
C9K0F3,,41,
C9JLK2,,232,
C9J9E2,CaM kinase-like vesicle-associated protein,434,
C9JAT7,,327,0.263
C9IZ82,,120,
C9J9U1,,147,
C9JEI7,DNA topoisomerase,246,
C9JZ56,,227,
C9JJ16,,202,0.421
E9PJU8,,187,
G3V2L2,,64,
C9JMH2,Cadherin-2,691,
E9PFT5,Cellular tumor antigen p53,300,0.29
G3V563,Protein max,121,0.256
V9GZ57,Integrin beta,323,
E5RHJ1,,86,
B8ZZ39,,54,
H7C1N2,,1106,0.506
E9PLR9,Palmitoyltransferase,261,0.1
E9PN99,,103,
E9PP69,,241,0.618
G3V380,,72,
G3V5I3,,45,
A0A994J5B8,Nuclear receptor corepressor 1,2466,0.458
H0Y668,,180,
H0YB78,,355,
H0YI80,,99,
C9JV10,,22,
F5GXN9,,71,
F5GYQ6,,155,
H0YAT2,,143,
F5H5X6,,250,0.836
F5GWF3,,314,0.089
F5H1N9,RNA helicase,196,0.107
F5H595,,644,0.306
D6RAU6,,64,0.672
D6R9X6,Solute carrier family 41 member,294,0.204
D6REX2,,24,
D6RDG1,,216,0.278
D6RHC6,,83,1.0
D6RI05,Complexin-2,70,1.0
F8WBB1,,48,
D6RDV4,,382,0.084
F8WAV9,,85,0.365
F8WD97,,211,
Q5JWS8,,81,
Q5JT45,,180,
B1AKG0,,271,
Q5VWJ6,,55,
B1AKV2,,221,
A0A096LPE1,Vinculin,57,
B5MCX2,,44,
J3QRV0,,22,1.0
J3QQP4,,470,
A0A8Q3SHW2,,34,
A0A8Q3SIT6,,343,0.163
A0A8Q3WLI2,,168,
A0A8V8TMF8,,548,
A0A8V8TMP5,,317,0.155
A0A8V8TMV8,,234,
A0A8V8TNE7,,595,
A0A8V8TKI2,,1021,0.022
A0A8Q3WKQ7,,584,0.094
A0A8V8TQQ0,,93,
A0A8V8TM16,,321,
A0A8V8TKV5,,252,0.171
A0A8V8TNY5,CST complex subunit CTC1,615,0.033
A0A8V8TPW9,Nuclear pore complex protein Nup98-Nup96,1062,0.049
A6NKZ2,N-acylglucosamine 2-epimerase,413,
A0A8V8TPK0,,1827,0.227
D6RA45,,189,
D6RAJ1,,36,1.0
D6R9B4,,163,0.239
D6RD56,,69,
D6R9L5,,162,0.37
D6R9H8,,266,0.429
D6RF64,,41,
D6RGE0,,65,
D6RGH7,,100,
F8WA66,,199,
F8WB93,,49,1.0
F8WCE4,,144,
F8WDF0,,55,
F8WDG8,,47,
F8WDL9,,149,
F8WF41,,194,0.345
D6RBR7,Zinc finger protein 330,229,0.205
F8W679,,129,
F8WCQ0,,93,0.548
J3QKP1,,155,
B1AH56,,50,
H0Y747,,80,0.25
H0YDE1,,70,
H0YDG8,,20,
H0YFH0,,65,
H0YE42,,267,
A8MWQ5,,645,0.809
H0YEC0,,128,0.18
H0YJS6,,102,
H0YN13,,60,
H0YH26,Protein KRI1 homolog,194,0.433
H0YNN6,,67,0.687
I3L3J4,,36,0.611
A2ABN7,,158,
Q5T1V5,,160,0.4
H0YMD1,Low-density lipoprotein receptor,948,0.023
A8MTZ5,,61,
A8MVL9,,165,
E5RIU6,,189,
H0Y7A8,,145,
H0YA29,,66,1.0
H0YAE6,Centrosomal protein of 63 kDa,172,
F6R8P8,,345,0.82
H0YAD9,,190,0.784
H0YE95,,179,
H0YCW1,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha,196,0.342
H0YEI8,,48,
I3L1M2,,61,0.377
H0YNC4,,115,0.417
A0A087WTQ3,,222,
A0A087WX93,,28,
R4GNE4,Glutathione peroxidase,234,0.282
A0A087WTB7,,152,0.461
D6RD19,,102,
A0A087X1T9,,198,0.631
H0Y6S5,,131,
R4GN18,,78,0.359
A0A087WUR4,,97,
A0A087WXF1,,98,0.378
A0A087X1B2,ubiquitinyl hydrolase 1,487,
E5RFY2,,92,
H7C1E6,,154,0.708
D6RBD9,,155,0.271
J3KPA5,Transporter,579,0.071
H7C3C2,,65,
H7C423,Serine incorporator 4,109,
H7BYJ1,RING-type E3 ubiquitin transferase,507,0.118
H3BMU8,Phospholipase A2 group XV,298,
F8VWZ9,,93,1.0
H7C1F0,,234,0.376
F8VU57,,109,
F8W086,,108,
F8W0N6,,59,
E7EN12,,184,
E5RHU4,,149,
H7C2H7,,101,
M0R288,,138,
A0A1B0GTQ5,,221,0.208
A0A1B0GTE9,,287,1.0
E7EX29,14-3-3 protein zeta/delta,246,
H7C1Y8,,54,1.0
F8VYC4,,1756,0.085
A0A1B0GW70,,592,0.101
A0A1B0GW14,,671,0.308
H7C397,,175,0.149
H7C447,,196,0.378
E7EM72,Diacylglycerol kinase,1047,0.1
C9J313,,137,
C9J7J0,,25,
E7EWN3,,1461,0.578
C9J6Y5,,137,0.482
C9JA22,,81,
C9JLE9,,158,
C9JP01,Protein RFT1 homolog,291,
C9JI91,,305,
C9JP05,,93,0.43
B8ZZJ6,,253,
C9JQK5,,41,
C9JYB8,,633,0.073
C9J9W7,,146,0.432
E9PK96,,35,1.0
C9J3A0,,238,0.185
G3V2U0,,21,
G3V4T9,Protein NDRG2,140,0.15
G3V5U3,,101,0.218
A0A0A0MRA6,,47,
E9PI21,Very-long-chain 3-oxoacyl-CoA reductase,164,
E9PIM6,Thy-1 membrane glycoprotein,152,
E9PIR2,,19,
A0A0A0MR47,,611,0.211
E9PJK8,,149,
E9PK22,,69,1.0
E9PM21,,48,
E9PMM1,,57,
E9PMC1,,190,0.121
E9PQ55,,67,
E9PRG6,,94,
E9PPN1,,134,0.269
E9PQA7,,177,0.203
G3V280,Protein NDRG2,144,0.194
H0YJ07,,56,
H0YAW0,,916,
H0YBS9,HECT-type E3 ubiquitin transferase,55,
H0Y4X7,,286,0.143
H0YNR0,,212,
F5GXC1,,127,
F5GY59,,115,
H0Y470,,888,0.287
F5H381,,120,
F5H169,,128,0.32
H0Y5S6,CTP synthase (glutamine hydrolyzing),132,
H0Y590,,175,
H0YJE8,,35,
A0A0A0MRF5,NAD-dependent protein deacetylase sirtuin-2,234,
U3KPV2,,216,
A0A994J495,,46,
F5H4M7,,155,0.142
U3KQ50,,143,
A0A994J6G7,,71,
A0A994J6X1,,624,
A0A994J7Z1,,73,0.274
A0A994J705,High mobility group protein HMG-I/HMG-Y,95,1.0
F6WU08,,86,0.791
A0A0A0MRJ3,,1830,0.503
J3QRE7,,39,0.513
J3QSA5,,105,
A0A994J4J8,,832,0.082
Q5JTQ9,,135,
J3QS51,Inositol-3-phosphate synthase 1,233,0.103
Q5JUD8,,424,
A0A1B0GUM3,,55,0.418
E7EX47,Platelet glycoprotein 4,203,
A0A1B0GV54,Autophagy protein 5,153,
H7C1Y7,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",362,
H7C2V7,,99,0.374
J3QS19,,42,0.619
C9J922,,125,
C9JIR0,,144,
C9JJQ8,Tubulin alpha chain,198,
C9JKP8,,181,
C9JWQ9,,114,
C9JTF2,,94,1.0
H7C272,,105,
C9IZ46,Protein shisa-5,112,
C9JWK5,,82,
C9JIU9,,225,0.107
E5RJJ5,,395,0.053
E5RHG2,,64,
E9PIN4,,79,
E9PJ94,,97,0.784
E9PLG0,,126,
E9PE63,,480,0.069
E9PLK5,,119,
E9PNE3,,21,1.0
E9PQJ8,,43,
E9PRX1,,115,
E9PQL7,,369,
E9PQS0,,252,
E9PRC5,,306,0.065
E9PJP2,,944,0.452
E9PD53,Structural maintenance of chromosomes protein,1263,0.036
G3V3M8,,34,
G3V454,,22,1.0
E9PS41,,328,0.149
G3V2C4,,128,0.328
G3V4U6,,139,0.77
E9PLN0,,611,0.054
Q4VXN6,,168,0.548
B1AP61,,156,0.756
A0A0A0MQZ8,,866,0.281
E9PKW7,,74,
E9PQL2,,118,
E9PP62,,80,
G3V5V5,,190,
G3V290,,164,0.165
E9PM76,Sulfotransferase,221,0.217
H0YAM4,,87,
H0YHL9,,120,
X6RDF7,,211,
A6PVT2,,60,
U3KPX5,,208,
H0Y593,unspecific monooxygenase,306,
Q5T8Z2,Polycomb complex protein BMI-1,184,0.239
F5GZ11,L-lactate dehydrogenase C chain,167,
F5H1D7,,92,0.348
H3BQU3,,134,0.149
J3KN43,,68,
M0QYS8,Urea transporter 1,136,
M0R0M2,,51,
H3BML8,,99,
H3BNG1,RAB3I protein,76,
H3BV55,Phosphomannomutase,219,
H3BPV0,,136,0.434
H3BVB1,,382,0.283
M0QYC4,,93,
H3BQM2,,226,0.124
H3BM10,,376,0.16
H3BM04,protein-tyrosine-phosphatase,234,0.752
Q5W0H4,Translationally-controlled tumor protein,188,
S4R3D3,,134,
F2Z328,Dynein light chain Tctex-type 3,122,
K7ELZ3,,72,
H3BUW1,pyruvate kinase,162,
K7EP02,,143,0.14
J3KRM2,,151,
H3BM67,,138,0.304
K7EJ06,Hsp90 co-chaperone Cdc37,60,
K7EKH4,,94,
H3BRG4,,412,
E5RHP1,,947,0.029
F2Z2J1,Ribosomal protein S6 kinase,758,0.033
K7ERH0,,285,0.102
V9GY28,,15,
K7ERF3,,255,0.596
A0A0C4DH80,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A,102,
A0A0A0MRF2,,263,0.255
A0A0U1RQQ5,,194,
A0A0C4DGI9,,837,0.245
A0A0U1RQU0,,200,0.315
F5H7Z5,Transmembrane protein 258,74,
F5H1D4,,258,0.399
A0A0U1RRG1,,663,0.081
K7ESB7,,2082,0.097
B1AJW3,,110,
H0Y306,,176,
H0YA53,,72,
H0YD74,,125,
H0YEQ4,,20,
H0YDH5,,222,
H0YF54,,105,
H0YF68,Serine/threonine-protein kinase TAO3,185,
H0YNL3,Chromatin-remodeling ATPase INO80,91,
H0YN14,,911,
H0YF22,,240,0.5
I3L4H0,,123,
I3L4D0,,57,
I3L3I9,"Aldehyde dehydrogenase, dimeric NADP-preferring",380,
I3L535,,37,
I3L213,Phosphorylase b kinase regulatory subunit,210,0.11
Q5JWR1,,117,
B0QY57,Josephin-1,104,
H0Y9N0,,115,
H0YII4,,99,
I3L3M7,Thioredoxin domain-containing protein 17,80,
H0YMR5,,155,0.639
A0A087WT48,,134,
R4GMR5,26S proteasome non-ATPase regulatory subunit 8,287,
A0A087WZD9,,25,1.0
E5RJL8,,100,
A0A087WTR9,,267,
H7C0E0,,74,
F8VRI5,,43,1.0
F8VY51,Synembryn,118,
F8VVQ7,,111,0.324
F8VYZ9,,79,
F8VZ63,,100,
A0A087WW06,,2354,0.149
F8VP89,,275,0.611
F8VY43,,94,0.511
F8VXS0,L-serine ammonia-lyase,235,0.128
M0QXR4,,67,1.0
M0R0K7,,99,
D6RH26,,96,
D6RAY6,Centrosomal protein of 63 kDa,230,
E5RI38,,79,1.0
D6RHY1,,120,
D6RB29,,133,0.203
D6R9V6,,531,0.339
A0A096LPA6,,228,
A0A1B0GTY0,,113,0.566
A0A1B0GV75,"Carnitine O-palmitoyltransferase 2, mitochondrial",598,
V9GYU3,,142,
E7ERH1,,780,0.203
H7C413,,85,
F5H2U7,,116,0.784
H0YED2,,59,
F5H6N9,,490,0.506
H0YN90,,80,
H0YMZ4,,93,0.419
Q5JW71,Gap junction protein,292,
H0Y9P4,,120,
H3BTL9,,90,
H7C0X3,,111,
V9GYA2,non-specific serine/threonine protein kinase,144,
H7BYK1,,192,
H0YEH2,Pumilio homolog 1,1125,0.166
M0R1Y0,,51,
M0QZ59,,617,
B7WPA5,,309,0.272
A0A0G2JKU3,,10,
A0A0G2JRQ5,,226,
M0QYC1,,702,0.296
M0QZX5,,229,
H3BMG7,Transmembrane 9 superfamily member,143,
M0QZC2,,94,0.415
H3BMG5,,63,0.317
H3BUP5,,262,
H3BPL2,,172,0.291
J3KN66,Torsin-1A-interacting protein 1,599,0.554
S4R3F5,,91,
S4R3J7,N-terminal Xaa-Pro-Lys N-methyltransferase 1,109,
H3BMF3,Methyltransferase-like 26,176,
J3KSX6,,153,
K7EMS7,,120,
K7EJH4,,90,
K7EII7,galactokinase,362,
K7EQE9,,56,
K7EPW7,,168,
K7ERV4,Solute carrier family 66 member 2,132,
K7EPW5,,67,0.746
K7ESD5,,40,
E7ESG1,,62,
J3KPQ0,Fibroblast growth factor receptor,734,0.041
C9JJ39,,172,
C9JH98,,101,
E7ENJ5,,120,
C9JW56,,291,0.265
J3KTI4,,1091,0.102
C9J111,,160,
C9JJK5,Zyxin,171,
C9JLY3,,98,
C9JMM5,Peptidyl-prolyl cis-trans isomerase,104,
L7N2F4,,140,
E9PJ47,Zinc finger protein-like 1,80,
E5RHF7,,118,0.203
E9PQX2,,44,
E9PJ65,Transporter,134,0.336
J3KRV0,,70,
Q5QNY8,,172,
H0YFT4,,62,
B1APE1,Transcription initiation factor IIB,224,
E5RFF4,,30,
A0A0A0MT56,,225,0.151
H0Y2S2,,456,
Q5VTX9,,185,
H0YDS9,Nuclear autoantigenic sperm protein,175,0.309
E5RIA1,,158,
E9PG02,,183,0.191
A6NDZ7,,102,0.216
S4R3W9,Large ribosomal subunit protein bL19m,143,
J3KS16,,76,0.789
K7EPG1,,26,
K7EPZ1,,121,
K7ERE0,,192,
U3KQ04,,41,
A0A0C4DGC1,,99,0.141
J3KPK3,,459,0.643
A0A0C4DGE4,,204,
A0A140T9T1,,261,
A0A140T962,,368,
H0YED9,,178,
H0YLG2,,152,
I3L1T7,Acetylcholine receptor subunit beta,380,
A0A087WV31,,187,0.139
H0YDQ7,,144,
I3L1X7,,113,
H0YJK6,,134,0.396
A0A087WX23,,783,0.246
A0A087WVM7,,149,
D6RCN7,,148,
A0A087WW51,,195,0.374
E5RG85,,171,0.462
E5RGY5,,58,
A0A087X085,,833,0.399
H7C1T4,non-specific serine/threonine protein kinase,205,0.146
E5RGK8,,60,
H7C183,ubiquitinyl hydrolase 1,1223,0.092
F8VVA0,Autophagy-related protein 101,141,
M0QYE5,,96,
M0R0Z7,,77,
M0QYM0,,168,
H3BTV9,,52,
H3BTM9,,134,1.0
A0A0G2JPR9,,648,0.309
E5RI93,,1665,0.224
A0A0J9YWV8,Phosphatase and actin regulator 4,106,0.519
H3BQJ2,,89,0.258
J3KNS5,,164,
H3BSL1,Coronin,218,0.128
A0A0J9YYA7,,1050,0.338
H3BQY0,,114,0.395
K7ELE6,,119,
K7EMR4,Mitochondrial glutathione transporter SLC25A40,266,
K7ENC7,,17,
K7EKH3,,201,0.1
K7EN64,,130,
K7EMU2,,113,0.442
K7EQV8,,181,
K7EQ22,,180,0.133
A0A0G2JNK8,,269,0.279
A0A0U1RQG9,,173,0.202
A0A1W2PRC3,,97,0.206
A0A286YET0,Olfactory receptor,315,0.044
A0A286YFE3,Palmitoyl-protein thioesterase 1,301,
A0A1W2PQW8,,231,0.16
A0A0J9YYJ1,Paraoxonase,122,
A0A0J9YXY1,,547,0.346
A0A1W2PQ93,BK channel,1197,0.097
A0A1W2PNF5,,21,
A0A1W2PPB1,,254,
A0A1W2PQ78,3-hydroxyacyl-CoA dehydrogenase,176,
A0A1W2PQQ5,,31,
A0A286YEV9,,249,
A0A2R8Y4R7,Mitochondrial tRNA-specific 2-thiouridylase 1,331,
A0A2U3TZN6,,880,
A0A1W2PP94,Calcium-activated potassium channel subunit alpha-1,1181,0.117
A0A2R8Y5U8,,738,0.18
A0A2R8Y2A8,AP-3 complex subunit beta,1125,0.17
A0A7I2V3U7,,160,
A0A7I2YQ96,,60,
A0A3B3IU80,,291,0.278
A0A2R8YEM0,,46,1.0
A0A2R8Y2F0,,155,0.639
A0A1W2PNT5,,222,0.171
A0A2R8Y688,,357,
A0A2R8Y6C7,,316,
